track_id,track_name,artist,genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
t2474,Track 2474,Artist Q8,metal,68.0,0.364,0.931,-4.9,0.043,0.169,0.381,0.107,124.06,294983
t2475,Track 2475,Artist F11,rock,62.0,0.669,0.838,-8.17,0.172,0.0,0.195,0.742,152.85,271029
t2476,Track 2476,Artist D9,r&b,66.0,0.79,0.632,-7.85,0.108,0.182,0.0,0.109,91.05,202712
t2477,Track 2477,Artist G14,pop,51.0,0.778,0.602,-9.83,0.114,0.0,0.0,0.482,143.27,199262
t2478,Track 2478,Artist A6,pop,70.0,0.601,0.761,-5.25,0.188,0.071,0.061,0.82,75.71,88007
t2479,Track 2479,Artist Y14,indie,52.0,0.513,0.552,-10.91,0.132,0.321,0.0,0.129,102.26,267057
t2480,Track 2480,Artist N13,hip-hop,68.0,0.923,0.528,-12.53,0.255,0.043,0.0,0.788,146.35,210160
t2481,Track 2481,Artist G1,rock,46.0,0.247,0.959,-1.95,0.119,0.046,0.287,0.673,129.51,242715
t2482,Track 2482,Artist R7,folk,46.0,0.557,0.035,-19.47,0.0,0.569,0.133,0.168,94.51,199987
t2483,Track 2483,Artist G5,pop,55.0,0.544,0.576,-10.37,0.044,0.349,0.194,0.693,81.75,233395
t2484,Track 2484,Artist P11,pop,73.0,0.742,0.602,-10.2,0.052,0.0,0.0,0.811,103.19,192513
t2485,Track 2485,Artist E7,pop,66.0,0.687,0.639,-7.18,0.124,0.143,0.0,0.438,168.25,168035
t2486,Track 2486,Artist P14,pop,80.0,0.648,0.572,-11.63,0.0,0.121,0.0,0.961,131.79,251753
t2487,Track 2487,Artist K13,lo-fi,37.0,0.218,0.288,-12.82,0.16,0.342,0.582,0.388,170.86,168099
t2488,Track 2488,Artist H8,edm,77.0,0.677,0.616,-3.78,0.01,0.0,0.0,0.596,80.23,302240
t2489,Track 2489,Artist X9,jazz,63.0,0.737,0.564,-8.77,0.0,0.588,0.236,0.394,129.95,305776
t2490,Track 2490,Artist B5,edm,60.0,0.576,0.724,-7.61,0.12,0.352,0.035,0.543,117.77,239330
t2491,Track 2491,Artist B5,lo-fi,63.0,0.591,0.335,-11.65,0.147,0.431,0.613,0.385,138.1,223150
t2492,Track 2492,Artist U7,country,38.0,0.527,0.672,-7.73,0.042,0.132,0.093,0.594,86.8,194378
t2493,Track 2493,Artist W9,hip-hop,100.0,0.915,0.933,-4.05,0.302,0.167,0.137,0.81,139.39,224961
t2494,Track 2494,Artist H11,k-pop,78.0,0.618,1.0,-3.55,0.017,0.122,0.0,0.561,129.95,148208
t2495,Track 2495,Artist D11,ambient,53.0,0.428,0.189,-15.04,0.123,1.0,0.369,0.374,111.18,113003
t2496,Track 2496,Artist M3,metal,58.0,0.257,0.896,-4.4,0.063,0.056,0.201,0.358,158.47,255120
t2497,Track 2497,Artist Z0,pop,53.0,0.567,0.496,-10.06,0.141,0.537,0.0,0.601,163.7,164689
t2498,Track 2498,Artist T5,hip-hop,63.0,0.665,0.656,-7.49,0.281,0.057,0.08,1.0,131.29,154706
t2499,Track 2499,Artist J0,blues,66.0,0.257,0.4,-11.8,0.054,0.607,0.082,0.481,136.04,314742
t2500,Track 2500,Artist Y13,folk,33.0,0.427,0.301,-10.57,0.108,0.501,0.269,0.448,167.47,213081
t2501,Track 2501,Artist X5,pop,72.0,0.397,0.667,-8.74,0.103,0.053,0.0,0.482,110.8,72617
t2502,Track 2502,Artist M2,reggaeton,60.0,0.559,1.0,0.0,0.087,0.1,0.441,0.702,113.38,238103
t2503,Track 2503,Artist S4,ambient,29.0,0.352,0.116,-20.59,0.032,1.0,0.495,0.0,155.27,180781
t2504,Track 2504,Artist N1,r&b,64.0,0.925,0.426,-13.88,0.106,0.0,0.359,0.603,162.63,147081
t2505,Track 2505,Artist V9,country,49.0,0.599,0.562,-8.78,0.15,0.6,0.0,0.593,85.33,209625
t2506,Track 2506,Artist G12,metal,44.0,0.499,0.986,-0.29,0.107,0.0,0.0,0.072,103.89,256416
t2507,Track 2507,Artist M0,edm,68.0,0.342,0.523,-10.37,0.015,0.346,0.0,0.389,145.53,330047
t2508,Track 2508,Artist X7,country,68.0,0.314,0.729,-7.05,0.137,0.512,0.083,0.557,96.38,190099
t2509,Track 2509,Artist Y4,k-pop,68.0,0.666,0.73,-4.26,0.033,0.143,0.0,0.554,83.41,307050
t2510,Track 2510,Artist R1,indie,55.0,0.75,0.811,-9.22,0.126,0.65,0.0,0.708,134.19,162046
t2511,Track 2511,Artist Z2,r&b,68.0,0.831,0.623,-8.06,0.145,0.09,0.294,0.571,112.45,192912
t2512,Track 2512,Artist V2,reggaeton,58.0,0.797,0.681,-6.34,0.062,0.112,0.0,0.52,168.09,326362
t2513,Track 2513,Artist Z12,hip-hop,72.0,0.94,0.636,-9.91,0.215,0.0,0.197,0.563,122.88,192095
t2514,Track 2514,Artist J2,hip-hop,,0.772,0.507,-10.61,0.313,0.305,0.0,0.833,,275051
t2515,Track 2515,Artist J6,edm,84.0,0.705,0.658,-4.98,0.087,0.057,0.076,0.459,72.29,203433
t2516,Track 2516,Artist F13,rock,52.0,0.299,0.639,-9.21,0.095,0.029,0.095,0.558,169.35,115302
t2517,Track 2517,Artist N0,r&b,54.0,0.746,0.504,-12.85,0.048,0.246,0.183,0.424,104.92,249511
t2518,Track 2518,Artist X3,country,35.0,0.563,0.423,-11.7,0.086,0.503,0.393,0.675,155.69,182709
t2519,Track 2519,Artist Z12,jazz,66.0,0.598,0.487,-10.91,0.09,0.726,0.414,0.354,115.1,232716
t2520,Track 2520,Artist W8,metal,64.0,0.564,0.988,-5.06,0.062,0.289,0.001,0.265,79.94,256674
t2521,Track 2521,Artist F9,country,38.0,0.467,0.548,-10.43,0.066,0.269,0.0,0.719,135.23,271154
t2522,Track 2522,Artist F6,rock,60.0,0.332,0.812,-3.85,0.122,0.182,0.0,0.429,88.35,215785
t2523,Track 2523,Artist L10,pop,60.0,0.458,0.564,-10.61,0.13,0.208,0.487,0.492,137.47,40000
t2524,Track 2524,Artist Z8,pop,83.0,1.0,0.826,-4.62,0.065,0.05,0.0,0.06,114.81,198255
t2525,Track 2525,Artist C8,folk,53.0,0.423,0.416,-9.88,0.168,0.534,0.14,0.152,114.61,228042
t2526,Track 2526,Artist Z10,indie,59.0,0.38,0.703,-7.77,0.073,0.074,0.166,0.559,156.21,129759
t2527,Track 2527,Artist H4,rock,44.0,0.444,0.563,-10.86,0.157,0.516,0.0,0.349,140.33,233748
t2528,Track 2528,Artist L5,lo-fi,67.0,0.463,0.341,-15.2,0.057,0.405,0.799,0.303,97.18,188162
t2529,Track 2529,Artist M3,jazz,47.0,0.614,0.621,-11.73,0.169,0.248,0.317,0.539,146.44,176371
t2530,Track 2530,Artist A13,rock,19.0,0.501,0.645,-7.09,0.119,0.315,0.0,0.47,169.57,227735
t2531,Track 2531,Artist M11,reggaeton,71.0,0.894,0.777,-7.24,0.0,0.121,0.093,0.587,119.1,155675
t2532,Track 2532,Artist M8,hip-hop,60.0,0.64,0.634,-5.32,0.285,0.104,0.0,0.691,109.32,234040
t2533,Track 2533,Artist Z2,indie,65.0,0.428,0.53,-11.58,0.136,0.375,0.171,0.692,128.07,241539
t2534,Track 2534,Artist Z1,indie,35.0,0.481,0.418,-12.9,0.099,0.176,0.419,0.362,116.44,184400
t2535,Track 2535,Artist C13,pop,48.0,0.84,0.528,-9.62,0.08,0.348,0.058,0.365,79.67,231165
t2536,Track 2536,Artist T11,reggaeton,55.0,0.836,0.969,-1.54,0.132,0.11,0.018,0.576,139.87,253113
t2537,Track 2537,Artist A15,jazz,88.0,0.73,0.611,-6.34,0.12,0.532,0.235,0.859,140.86,153267
t2538,Track 2538,Artist J6,r&b,42.0,0.849,0.725,-8.14,0.134,0.458,0.0,0.435,125.59,238685
t2539,Track 2539,Artist F6,classical,23.0,0.283,0.21,-16.22,0.079,1.0,0.734,0.104,109.1,237935
t2540,Track 2540,Artist V11,classical,61.0,0.46,0.0,-18.6,0.161,1.0,0.587,0.369,112.89,174620
t2541,Track 2541,Artist U8,rock,68.0,0.61,0.615,-13.35,0.099,0.1,0.142,0.576,135.4,162260
t2542,Track 2542,Artist S11,hip-hop,49.0,0.566,0.624,-9.34,0.394,0.08,0.442,0.47,123.28,225801
t2543,Track 2543,Artist M3,reggaeton,67.0,0.79,0.85,-3.33,0.067,0.246,0.432,0.315,113.49,102738
t2544,Track 2544,Artist C5,folk,51.0,0.463,0.43,-8.65,0.173,0.83,0.0,0.744,129.01,162671
t2545,Track 2545,Artist W4,indie,47.0,0.472,0.663,-7.85,0.094,0.388,0.0,0.671,96.93,259808
t2546,Track 2546,Artist S14,pop,64.0,0.62,0.789,-6.65,0.132,0.185,0.0,0.604,140.75,276348
t2547,Track 2547,Artist T14,rock,62.0,0.484,0.948,-1.24,0.095,0.0,0.247,0.31,112.03,258251
t2548,Track 2548,Artist E15,rock,36.0,0.752,0.601,-10.07,0.114,0.187,0.0,0.375,97.19,235581
t2549,Track 2549,Artist D1,classical,27.0,0.114,0.286,-13.8,0.0,1.0,0.754,0.572,133.94,182201
t2550,Track 2550,Artist B13,blues,40.0,0.416,0.543,-5.95,0.145,0.303,0.296,0.368,120.24,96546
t2551,Track 2551,Artist Q5,reggaeton,76.0,0.713,0.788,-5.01,0.123,0.145,0.213,0.427,147.16,162139
t2552,Track 2552,Artist C13,pop,76.0,0.805,0.594,-9.09,0.088,0.302,0.363,0.223,98.05,189922
t2553,Track 2553,Artist C15,metal,35.0,0.487,0.841,-6.68,0.061,0.129,0.093,0.895,103.29,270056
t2554,Track 2554,Artist Y12,hip-hop,70.0,0.9,0.514,-8.31,0.401,0.1,0.06,0.612,96.73,165065
t2555,Track 2555,Artist Y10,classical,45.0,0.3,0.078,-17.22,0.0,0.66,0.581,0.118,152.63,223089
t2556,Track 2556,Artist S7,pop,83.0,0.731,0.581,-10.17,0.063,0.142,0.123,0.589,132.37,139199
t2557,Track 2557,Artist H1,hip-hop,74.0,0.954,0.691,-3.59,0.324,0.412,0.0,0.532,161.32,194304
t2558,Track 2558,Artist P2,pop,62.0,0.756,0.644,-7.04,0.18,0.42,0.064,0.766,109.46,193540
t2559,Track 2559,Artist D14,metal,39.0,0.231,1.0,-0.24,0.025,0.349,0.0,0.23,120.88,175271
t2560,Track 2560,Artist J2,metal,54.0,0.74,0.885,-4.03,0.081,0.01,0.253,0.28,164.32,167629
t2561,Track 2561,Artist O10,hip-hop,58.0,0.753,0.638,-7.0,0.303,0.16,0.0,0.509,75.02,135043
t2562,Track 2562,Artist P1,edm,71.0,0.655,0.599,-12.41,0.012,0.0,0.0,0.73,71.87,115489
t2563,Track 2563,Artist B10,lo-fi,59.0,0.592,0.312,-16.13,0.036,0.637,0.441,0.191,115.57,286260
t2564,Track 2564,Artist Z1,reggaeton,71.0,0.702,1.0,-3.0,0.097,0.242,0.329,1.0,179.16,249955
t2565,Track 2565,Artist Q1,ambient,63.0,0.271,0.234,-16.91,0.147,0.538,0.899,0.421,93.14,337918
t2566,Track 2566,Artist H1,country,49.0,0.426,0.447,-8.6,0.079,0.41,0.0,0.518,108.03,248115
t2567,Track 2567,Artist B1,country,61.0,0.559,0.624,-8.2,0.244,0.501,0.075,0.531,163.09,238962
t2568,Track 2568,Artist C15,hip-hop,73.0,0.778,0.776,-5.99,0.263,0.148,0.332,0.483,76.56,138754
t2569,Track 2569,Artist F8,rock,68.0,0.57,0.748,-7.03,0.0,0.006,0.166,0.158,104.35,173788
t2570,Track 2570,Artist P10,folk,74.0,0.587,0.259,-15.3,0.079,0.689,0.0,0.395,91.96,190657
t2571,Track 2571,Artist Q12,rock,78.0,0.773,0.897,-0.63,0.135,0.268,0.004,0.606,104.99,131819
t2572,Track 2572,Artist E13,country,52.0,0.419,0.592,-7.75,0.064,0.359,0.075,0.552,169.85,226487
t2573,Track 2573,Artist X0,rock,78.0,0.357,0.817,-3.42,0.146,0.005,0.115,0.545,132.49,194520
t2574,Track 2574,Artist J10,hip-hop,82.0,0.969,0.486,-12.3,0.331,0.356,0.0,0.794,88.83,291252
t2575,Track 2575,Artist P9,folk,29.0,0.662,0.588,-9.42,0.0,0.354,0.228,0.542,135.13,139449
t2576,Track 2576,Artist X5,jazz,62.0,0.602,0.51,-11.11,0.092,1.0,0.467,0.714,114.41,167444
t2577,Track 2577,Artist O7,jazz,50.0,0.184,0.226,-15.19,0.067,0.638,0.0,0.366,87.47,254362
t2578,Track 2578,Artist I6,pop,100.0,0.749,0.591,-8.25,0.157,0.0,0.099,0.582,141.97,242274
t2579,Track 2579,Artist N4,hip-hop,73.0,0.458,0.362,-16.87,0.223,0.0,0.06,0.545,77.24,250360
t2580,Track 2580,Artist P6,edm,47.0,0.551,0.642,-9.32,0.059,0.332,0.254,0.829,141.68,253817
t2581,Track 2581,Artist V7,classical,31.0,0.276,0.308,-16.06,0.066,0.778,0.561,0.623,93.09,126381
t2582,Track 2582,Artist E5,edm,69.0,0.494,0.936,-1.06,0.124,0.022,0.115,0.829,131.04,278787
t2583,Track 2583,Artist K5,jazz,59.0,0.815,0.344,-13.78,0.118,1.0,0.155,0.536,184.61,239896
t2584,Track 2584,Artist Z6,metal,42.0,0.618,0.712,-7.79,0.052,0.331,0.252,0.373,174.75,204476
t2585,Track 2585,Artist M7,rock,53.0,0.455,0.792,-6.81,0.131,0.024,0.0,0.382,111.75,-1
t2586,Track 2586,Artist T8,edm,74.0,1.0,0.905,-1.63,0.077,0.0,0.035,0.71,50.0,247488
t2587,Track 2587,Artist H4,country,54.0,0.48,0.551,-8.32,0.029,0.533,0.0,0.589,193.87,131664
t2588,Track 2588,Artist H7,indie,53.0,0.84,0.75,-7.78,0.18,0.0,0.0,0.444,130.9,150482
t2589,Track 2589,Artist L7,lo-fi,38.0,0.618,0.158,-18.05,0.147,0.449,0.751,0.512,131.62,224322
t2590,Track 2590,Artist P14,edm,85.0,0.836,0.719,-10.07,0.025,0.0,0.387,0.431,76.7,228576
t2591,Track 2591,Artist Q7,country,49.0,0.578,0.502,-14.74,0.104,0.306,0.19,0.784,113.49,215065
t2592,Track 2592,Artist S0,k-pop,65.0,0.777,0.968,-3.99,0.085,0.128,0.0,0.851,70.78,240023
t2593,Track 2593,Artist R6,r&b,49.0,0.543,0.681,-9.89,0.046,0.049,0.512,0.642,153.42,294827
t2594,Track 2594,Artist X11,r&b,53.0,0.805,0.617,-9.53,0.09,0.363,0.051,0.396,74.94,149279
t2595,Track 2595,Artist G2,rock,23.0,0.515,0.669,-5.92,0.0,0.161,0.447,0.678,89.98,186736
t2596,Track 2596,Artist W7,rock,82.0,0.551,0.786,-4.47,0.031,0.257,0.0,0.387,98.35,152885
t2597,Track 2597,Artist F12,pop,65.0,0.377,0.792,-9.28,0.078,0.181,0.097,0.712,144.74,144422
t2598,Track 2598,Artist Y9,pop,91.0,0.852,0.768,-5.92,0.051,0.471,0.174,0.843,61.76,142858
t2599,Track 2599,Artist O10,pop,69.0,0.693,0.599,-7.71,0.054,0.235,0.0,0.723,111.92,61337
t2600,Track 2600,Artist O7,hip-hop,67.0,1.0,0.714,-6.09,0.372,0.0,0.1,0.622,98.66,175597
t2601,Track 2601,Artist D2,indie,37.0,0.519,0.68,-8.01,0.077,0.218,0.0,0.57,121.65,139654
t2602,Track 2602,Artist E9,reggaeton,90.0,0.951,0.818,-6.63,0.067,0.371,0.129,0.885,124.45,174672
t2603,Track 2603,Artist U5,hip-hop,73.0,0.839,0.777,-6.21,0.353,0.0,0.231,1.0,151.95,207595
t2604,Track 2604,Artist U5,pop,55.0,1.0,0.869,-7.19,0.0,0.259,0.285,0.284,133.4,151009
t2605,Track 2605,Artist W4,r&b,67.0,0.863,0.579,-8.02,0.0,0.45,0.0,0.316,90.06,229344
t2606,Track 2606,Artist U13,country,54.0,0.791,0.016,-20.8,0.069,0.509,0.157,0.96,144.62,247594
t2607,Track 2607,Artist I13,rock,48.0,0.536,0.756,-5.93,0.135,0.017,0.0,0.428,127.47,234625
t2608,Track 2608,Artist E13,rock,61.0,0.58,1.0,-1.68,0.0,0.27,0.116,0.366,158.84,230979
t2609,Track 2609,Artist V12,lo-fi,56.0,0.633,0.605,-10.77,0.098,0.648,0.755,0.637,113.04,112187
t2610,Track 2610,Artist L8,metal,65.0,0.652,0.801,-4.26,0.104,0.179,0.042,0.344,97.96,153275
t2611,Track 2611,Artist A14,r&b,79.0,0.714,0.621,-9.0,0.221,0.682,0.0,0.386,106.0,208070
t2612,Track 2612,Artist E15,edm,72.0,0.694,0.835,-3.52,0.255,0.034,0.0,0.357,83.01,251055
t2613,Track 2613,Artist G11,blues,39.0,0.531,0.226,-14.42,0.03,0.74,0.301,0.633,103.48,206939
t2614,Track 2614,Artist E3,blues,42.0,0.287,0.719,-8.02,0.108,0.725,0.16,0.603,126.05,123878
t2615,Track 2615,Artist T11,edm,63.0,0.799,0.866,-4.46,0.187,0.223,0.09,0.761,137.06,269364
t2616,Track 2616,Artist I12,pop,87.0,0.531,0.451,-8.91,0.107,0.34,0.0,0.986,103.2,290027
t2617,Track 2617,Artist D0,pop,70.0,0.784,0.852,-5.05,0.116,0.398,0.271,0.566,104.25,271320
t2618,Track 2618,Artist J6,hip-hop,69.0,0.762,0.68,-12.83,0.347,0.461,0.086,0.605,103.86,232291
t2619,Track 2619,Artist Y1,folk,62.0,0.634,0.277,-10.32,0.111,0.893,0.185,0.68,96.74,178927
t2620,Track 2620,Artist O0,reggaeton,83.0,0.944,1.0,0.0,0.0,0.268,0.011,0.88,118.09,238095
t2621,Track 2621,Artist W7,hip-hop,57.0,0.596,0.573,-11.57,0.426,0.053,0.109,0.194,117.77,246360
t2622,Track 2622,Artist Y7,pop,82.0,0.86,0.877,0.0,0.0,0.0,0.212,0.572,155.58,204698
t2623,Track 2623,Artist Q6,reggaeton,80.0,0.879,0.919,-3.59,0.014,0.244,0.0,0.674,131.77,196155
t2624,Track 2624,Artist O12,edm,73.0,0.815,0.759,-5.83,0.065,0.0,0.0,0.112,113.65,303436
t2625,Track 2625,Artist K7,rock,56.0,0.58,0.839,-4.03,0.009,0.551,0.0,0.443,117.7,107876
t2626,Track 2626,Artist O1,folk,7.0,0.355,0.367,-14.65,0.078,0.569,0.399,0.49,87.79,135494
t2627,Track 2627,Artist E15,pop,86.0,0.553,0.703,-10.82,0.126,0.598,0.047,0.627,124.61,136805
t2628,Track 2628,Artist M8,r&b,38.0,0.637,0.791,-5.38,0.147,0.109,0.0,0.449,106.62,234942
t2629,Track 2629,Artist B12,lo-fi,54.0,0.497,0.102,-18.21,0.049,0.494,0.251,0.132,114.4,109139
t2630,Track 2630,Artist Y2,hip-hop,76.0,0.859,0.85,-5.94,0.286,0.153,0.0,0.578,112.76,305384
t2631,Track 2631,Artist U2,reggaeton,51.0,0.623,0.866,-4.18,0.074,0.0,0.0,0.654,130.75,224424
t2632,Track 2632,Artist G5,hip-hop,61.0,0.628,0.867,-4.33,0.358,0.0,0.085,0.453,97.87,185193
t2633,Track 2633,Artist Q4,rock,61.0,0.651,0.73,-6.89,0.022,0.0,0.0,0.738,154.53,160010
t2634,Track 2634,Artist Y13,country,56.0,0.566,0.542,-8.78,0.089,0.397,0.0,0.407,69.25,171207
t2635,Track 2635,Artist Y10,pop,76.0,0.644,0.626,-11.56,0.079,0.0,0.0,0.667,89.6,121365
t2636,Track 2636,Artist D12,edm,81.0,0.93,0.9,-0.73,0.12,0.0,0.0,0.209,88.05,367998
t2637,Track 2637,Artist H5,reggaeton,73.0,0.917,0.767,-6.25,0.085,0.0,0.022,0.611,65.61,182454
t2638,Track 2638,Artist R11,folk,53.0,0.187,0.224,-15.97,0.118,0.727,0.114,0.623,57.64,178390
t2639,Track 2639,Artist E0,country,54.0,0.595,0.42,-13.86,0.135,0.38,0.03,0.376,110.92,317341
t2640,Track 2640,Artist Q14,classical,35.0,0.223,0.351,-14.5,0.064,0.955,1.0,0.575,72.4,197381
t2641,Track 2641,Artist X10,pop,61.0,0.554,0.834,-5.58,0.0,0.12,0.248,0.553,125.28,213052
t2642,Track 2642,Artist C10,pop,100.0,0.86,0.773,-5.53,0.061,0.147,0.0,0.502,112.39,309763
t2643,Track 2643,Artist W1,edm,91.0,0.598,0.953,-0.27,0.147,0.182,0.062,0.818,104.84,239078
t2644,Track 2644,Artist L5,rock,42.0,0.573,0.777,-4.96,0.014,0.0,0.0,0.334,96.87,210016
t2645,Track 2645,Artist Y6,pop,79.0,0.695,0.585,-9.5,0.173,0.299,0.342,0.529,180.92,240811
t2646,Track 2646,Artist S2,pop,53.0,0.528,0.769,-3.94,0.125,0.0,0.2,0.583,133.78,251792
t2647,Track 2647,Artist D14,country,59.0,0.732,0.609,-10.17,0.013,0.338,0.364,0.441,103.96,169405
t2648,Track 2648,Artist E1,pop,86.0,0.802,0.775,-1.53,0.089,0.012,0.265,0.261,81.04,123674
t2649,Track 2649,Artist H5,rock,43.0,0.405,0.779,-1.04,0.07,0.144,0.321,0.372,150.36,196594
t2650,Track 2650,Artist A12,metal,70.0,0.701,0.919,-5.79,0.003,0.0,0.0,0.17,99.54,124363
t2651,Track 2651,Artist K10,edm,69.0,0.75,0.79,-7.63,0.065,0.08,0.0,0.523,139.27,205691
t2652,Track 2652,Artist U9,folk,46.0,0.315,0.284,-9.84,0.123,0.165,0.006,0.237,67.02,200675
t2653,Track 2653,Artist X6,edm,59.0,0.585,0.734,-5.62,0.113,0.0,0.7,0.514,142.21,310596
t2654,Track 2654,Artist T4,classical,53.0,0.425,0.256,-12.73,0.07,1.0,0.618,0.354,119.5,186314
t2655,Track 2655,Artist P4,rock,48.0,0.335,0.661,-8.83,0.099,0.0,0.294,0.712,151.23,249444
t2656,Track 2656,Artist D7,country,77.0,0.438,0.761,-4.83,0.046,0.347,0.05,0.857,157.02,304595
t2657,Track 2657,Artist Q13,reggaeton,67.0,0.892,0.651,-9.0,0.015,0.198,0.0,0.609,144.67,254545
t2658,Track 2658,Artist B0,pop,66.0,0.731,0.577,-9.55,0.102,0.0,0.087,0.448,118.09,203620
t2659,Track 2659,Artist N7,folk,59.0,0.896,0.365,-15.96,0.0,0.398,0.0,0.642,70.0,150857
t2660,Track 2660,Artist F5,blues,31.0,0.423,0.518,-6.94,0.123,0.719,0.097,0.315,117.15,128645
t2661,Track 2661,Artist D3,rock,79.0,0.606,0.713,-8.62,0.147,0.641,0.0,0.376,131.11,65634
t2662,Track 2662,Artist S8,pop,78.0,0.872,0.501,-10.01,0.032,0.0,0.223,0.607,143.07,213645
t2663,Track 2663,Artist Z5,pop,78.0,0.92,0.544,-8.92,0.041,0.299,0.123,0.545,115.88,98290
t2664,Track 2664,Artist O10,blues,43.0,0.455,0.293,-14.03,0.043,0.585,0.0,0.431,98.66,174228
t2665,Track 2665,Artist B5,pop,58.0,0.883,0.629,-7.84,0.006,0.069,0.204,0.426,164.91,200177
t2666,Track 2666,Artist B14,hip-hop,76.0,0.599,0.617,-9.22,0.311,0.327,0.113,0.61,125.62,137581
t2667,Track 2667,Artist W6,ambient,64.0,0.137,0.268,-12.98,0.083,0.41,0.758,0.445,88.12,258296
t2668,Track 2668,Artist P14,indie,88.0,0.439,0.403,-12.02,0.15,0.29,0.0,0.385,134.94,322278
t2669,Track 2669,Artist W0,reggaeton,55.0,0.549,0.716,-7.12,0.145,0.145,0.0,1.0,133.99,236638
t2670,Track 2670,Artist A12,rock,40.0,0.585,0.681,-8.56,0.121,0.338,0.025,0.572,179.07,301337
t2671,Track 2671,Artist M6,reggaeton,67.0,0.755,0.81,-3.26,0.057,0.132,0.0,0.526,82.94,312141
t2672,Track 2672,Artist F6,pop,93.0,0.783,0.534,-12.73,0.042,0.12,0.058,0.355,,126857
t2673,Track 2673,Artist B9,ambient,57.0,0.325,0.223,-16.68,0.046,0.492,0.64,0.216,133.84,189730
t2674,Track 2674,Artist Y12,hip-hop,52.0,0.769,0.623,-11.9,0.43,0.348,0.331,0.435,111.15,129528
t2675,Track 2675,Artist U3,rock,43.0,0.489,0.525,-9.59,0.054,0.058,0.187,0.848,124.18,278176
t2676,Track 2676,Artist F9,folk,29.0,0.592,0.0,-21.61,0.147,0.558,0.0,0.651,122.35,125607
t2677,Track 2677,Artist E0,pop,96.0,0.393,0.901,-6.58,0.086,0.329,0.0,0.359,117.66,-1
t2678,Track 2678,Artist S3,pop,69.0,0.76,0.654,-6.61,0.038,0.471,0.333,0.6,129.11,393731
t2679,Track 2679,Artist E12,indie,48.0,0.742,0.684,-9.69,0.088,0.221,0.033,0.471,50.0,340732
t2680,Track 2680,Artist D14,reggaeton,97.0,0.862,0.967,-3.94,0.046,0.141,0.051,0.494,117.58,91482
t2681,Track 2681,Artist L2,indie,40.0,0.669,0.364,-13.07,0.0,0.0,0.168,0.912,143.54,245248
t2682,Track 2682,Artist Z13,reggaeton,66.0,0.939,0.81,-4.84,0.052,0.123,0.213,0.906,101.25,236340
t2683,Track 2683,Artist Q10,blues,41.0,0.234,0.598,-7.84,0.107,0.632,0.379,0.352,135.38,149719
t2684,Track 2684,Artist E9,ambient,55.0,0.262,0.0,-20.34,0.125,1.0,0.728,0.266,87.19,40000
t2685,Track 2685,Artist Q6,rock,64.0,0.218,0.619,-8.07,0.047,0.191,0.008,0.766,132.75,316614
t2686,Track 2686,Artist G2,r&b,47.0,0.778,0.48,-10.82,0.09,0.151,0.093,0.45,91.94,173470
t2687,Track 2687,Artist X11,r&b,51.0,0.602,0.686,-9.09,0.0,0.288,0.378,0.488,137.32,189969
t2688,Track 2688,Artist B6,pop,69.0,0.504,0.626,-7.43,0.0,0.017,0.0,0.48,107.21,236142
t2689,Track 2689,Artist F6,indie,40.0,0.508,0.684,-8.19,0.095,0.284,0.0,0.303,73.5,262478
t2690,Track 2690,Artist I0,hip-hop,53.0,0.874,0.807,-1.98,0.294,0.036,0.194,0.499,134.08,266055
t2691,Track 2691,Artist F6,blues,38.0,0.476,0.587,-10.14,0.086,0.62,0.133,0.369,123.16,232875
t2692,Track 2692,Artist M9,pop,42.0,0.417,0.323,-12.99,0.055,0.0,0.011,0.725,203.6,187621
t2693,Track 2693,Artist Y0,pop,67.0,0.548,0.55,-9.22,0.074,0.222,0.0,0.493,137.02,253372
t2694,Track 2694,Artist T12,lo-fi,57.0,0.762,0.098,-18.52,0.173,0.28,0.295,0.647,105.85,208985
t2695,Track 2695,Artist X13,r&b,37.0,0.349,0.377,-13.33,0.06,0.108,0.384,0.328,140.47,230248
t2696,Track 2696,Artist A0,reggaeton,60.0,0.759,0.775,-6.21,0.036,0.23,0.233,0.776,133.88,224033
t2697,Track 2697,Artist Y1,rock,43.0,0.439,0.883,-2.42,0.138,0.148,0.116,0.962,102.14,175235
t2698,Track 2698,Artist K6,folk,35.0,0.689,0.573,-8.48,0.068,0.996,0.316,0.239,173.69,235363
t2699,Track 2699,Artist L2,pop,64.0,0.609,0.764,-4.59,0.0,0.209,0.0,0.765,116.12,136448
t2700,Track 2700,Artist U4,hip-hop,74.0,0.757,0.627,-9.92,0.39,0.293,0.0,0.31,134.37,165776
t2701,Track 2701,Artist H9,pop,70.0,0.699,0.864,-5.29,0.148,0.224,0.105,0.731,87.01,269559
t2702,Track 2702,Artist N6,,,0.559,0.727,-6.13,0.15,0.302,0.0,0.509,,217036
t2703,Track 2703,Artist P9,r&b,92.0,0.789,0.774,-10.27,0.147,0.21,0.0,0.627,119.81,164651
t2704,Track 2704,Artist N3,r&b,56.0,0.569,0.698,-6.68,0.03,0.246,0.127,0.695,100.08,195797
t2705,Track 2705,Artist C11,rock,60.0,0.465,0.887,-6.92,0.194,0.399,0.209,0.084,101.03,241628
t2706,Track 2706,Artist T9,metal,45.0,0.359,0.652,-9.46,0.0,0.243,0.003,0.457,116.92,170025
